parcel_uuid,project_id,project_type,state,district,village,survey_number,sub_division_number,official_owner,official_area,land_classification,record_status,land_area_sqm,location_type,latitude,longitude,base_market_value,multiplier,asset_value,solatium_100_percent,total_compensation,number_of_parcels,number_of_owners,affected_families,proposal_days,verification_days,approval_days,notification_days,award_days,compensation_days,possession_days,rr_days,missing_documents,verification_rejections,approval_resubmissions,land_record_issues,boundary_disputes,ownership_disputes,legal_cases,compensation_percentage,possession_percentage,rr_percentage,previous_delays,current_pending_tasks,target_completion_days,actual_completion_days,delay_days,delayed,survey_officer_name,landowner_name,project_issue_date,project_deadline_date
UP-LKO-2026-10844,P003,Transmission,Bihar,Siwan,XYZ Village,129/A,A,Rahul Kumar,3.17 acres,Multi-crop,Pending Review,12828.55,RURAL,27.0155,81.7902,24040702.7,3.95,200000,95160775.67,190321551.3,3,4,4,15,24,27,70,43,74,54,85,0,1,1,2,3,0,2,50,0,50,0,2,295,637,342,1,Anil Yadav,Rahul Kumar,12-10-2025,03-08-2026
UP-LKO-2026-10845,P008,Railway,Uttar Pradesh,Lucknow,Malhaur,227/3,3,Rahul Sharma,2.32 acres,Commercial,Pending Review,9388.72,URBAN,27.0157,81.7912,20749071.2,1.25,0,25936339,51872678,9,10,1,22,22,39,45,67,57,13,70,0,3,2,0,0,2,0,25,0,0,2,2,244,355,111,1,Priya Yadav,Rahul Sharma,12-08-2025,13-04-2026
UP-LKO-2026-10846,P008,Highway,Bihar,Siwan,XYZ Village,69/2A,2A,Neha Singh,1.4 acres,Residential,Disputed,5665.6,RURAL,27.0159,81.7922,8373756.8,3.94,0,32992601.79,65985203.58,2,6,15,21,32,26,65,108,62,51,149,4,3,2,1,3,0,1,25,0,50,3,9,244,575,331,1,Rajesh Iyer,Neha Singh,15-08-2025,16-04-2026
UP-LKO-2026-10847,P007,Railway,Uttar Pradesh,Varanasi,Sarnath,36/B,B,Amit Devi,3.56 acres,Multi-crop,Verified,14406.82,RURAL,27.0161,81.7932,37443325.18,2.79,200000,104666877.3,209333754.5,4,8,15,24,59,28,49,113,80,54,68,0,2,2,4,1,1,2,25,0,100,0,7,288,722,434,1,Arvind Yadav,Amit Devi,14-04-2025,27-01-2026
UP-LKO-2026-10848,P002,Transmission,Bihar,Patna,ABC Village,215/3,3,Ramesh Mishra,3.2 acres,Residential,Disputed,12949.95,RURAL,27.0163,81.7942,47811215.4,2.06,200000,98691103.72,197382207.4,7,12,11,24,38,26,59,65,64,17,45,4,1,1,3,0,1,1,100,50,50,3,9,393,458,65,1,Kavita Das,Ramesh Mishra,20-01-2025,17-02-2026
UP-LKO-2026-10849,P004,Highway,Uttar Pradesh,Varanasi,Sarnath,74/3,3,Pooja Yadav,1.27 acres,Multi-crop,Pending Review,5139.51,RURAL,27.0165,81.7952,9359047.71,3.54,200000,33331028.89,66662057.79,2,3,3,26,17,33,59,36,21,19,137,2,1,1,1,1,2,0,100,100,0,1,6,253,331,78,1,Sanjay Deshmukh,Pooja Yadav,20-08-2025,30-04-2026
UP-LKO-2026-10850,P009,Transmission,Maharashtra,Nagpur,Butibori,24/B,B,Pooja Gupta,2.23 acres,Commercial,Disputed,9024.5,URBAN,27.0167,81.7962,32912351.5,1.8,50000,59292232.7,118584465.4,9,11,10,26,57,35,40,112,67,52,38,5,0,1,1,1,2,2,75,50,50,1,5,390,749,359,1,Anil Iyer,Pooja Gupta,31-12-2025,25-01-2027
UP-LKO-2026-10851,P004,Railway,Uttar Pradesh,Lucknow,Malhaur,141/A,A,Priya Mishra,4.0 acres,Multi-crop,Active,16187.44,URBAN,27.0169,81.7972,63940388,1.49,0,95271178.12,190542356.2,6,10,13,22,37,13,51,61,93,52,45,4,0,0,2,2,2,0,75,0,0,1,7,397,479,82,1,Kavita Singh,Priya Mishra,24-02-2025,28-03-2026
UP-LKO-2026-10852,P004,Railway,Tamil Nadu,Karaikudi,Kanadukathan,22/2A,2A,Neha Mishra,2.35 acres,Agricultural,Verified,9510.12,RURAL,27.0171,81.7982,27750530.16,2.55,0,70763851.91,141527703.8,3,5,2,11,47,36,81,95,98,45,62,4,3,0,4,1,2,0,0,0,100,2,6,308,533,225,1,Kavita Singh,Neha Mishra,31-03-2025,02-02-2026
UP-LKO-2026-10853,P002,Highway,Bihar,Muzaffarpur,PQR Village,88/B,B,Sunita Singh,0.51 acres,Multi-crop,Disputed,2063.9,RURAL,27.0173,81.7992,5640638.7,2.35,200000,13455500.95,26911001.89,9,11,4,13,44,27,71,62,92,23,104,5,0,0,4,0,1,1,100,50,100,2,1,340,497,157,1,Priya Singh,Sunita Singh,05-02-2025,11-01-2026
UP-LKO-2026-10854,P005,Highway,Maharashtra,Nashik,Ozar,102/A,A,Amit Kumar,4.73 acres,Multi-crop,Active,19141.65,RURAL,27.0175,81.8002,36617976.45,2.47,50000,90496401.83,180992803.7,9,10,15,19,52,45,72,32,35,43,134,2,1,1,3,3,2,0,100,100,0,2,7,216,478,262,1,Deepa Sharma,Amit Kumar,13-08-2025,17-03-2026
UP-LKO-2026-10855,P004,Highway,Bihar,Patna,ABC Village,29-Jan,1,Ramesh Kumar,2.39 acres,Agricultural,Pending Review,9672,RURAL,27.0177,81.8012,15330120,3.07,50000,47113468.4,94226936.8,10,15,9,12,33,44,82,72,82,55,135,2,2,1,0,3,0,0,100,100,50,1,1,297,470,173,1,Arvind Das,Ramesh Kumar,11-02-2025,05-12-2025
UP-LKO-2026-10856,P003,Railway,Bihar,Siwan,XYZ Village,13/2A,2A,Ramesh Kumar,0.76 acres,Agricultural,Active,3075.61,RURAL,27.0179,81.8022,6704829.8,3.06,0,20516779.19,41033558.38,7,8,18,14,45,30,44,93,97,54,21,4,0,2,4,1,1,2,75,100,0,3,6,251,692,441,1,Priya Singh,Ramesh Kumar,17-03-2025,23-11-2025
UP-LKO-2026-10857,P003,Railway,Uttar Pradesh,Varanasi,Sarnath,87/2A,2A,Ramesh Verma,4.7 acres,Commercial,Active,19020.24,RURAL,27.0181,81.8032,64706856.48,3.78,200000,244791917.5,489583835,2,7,2,10,52,14,41,106,72,35,75,4,1,1,1,3,2,0,25,0,50,2,2,217,510,293,1,Sanjay Verma,Ramesh Verma,03-01-2025,08-08-2025
UP-LKO-2026-10858,P005,Railway,Tamil Nadu,Coonor,Hubbathala,187/1,1,Manoj Singh,0.53 acres,Residential,Disputed,2144.84,RURAL,27.0183,81.8042,4997477.2,3.94,0,19690060.17,39380120.34,3,3,12,28,33,28,81,84,31,11,106,0,2,2,3,2,1,0,25,0,100,2,5,212,401,189,1,Sanjay Sharma,Manoj Singh,24-10-2025,24-05-2026
UP-LKO-2026-10859,P004,Transmission,Tamil Nadu,Coonor,Hubbathala,15/2A,2A,Sunita Verma,3.23 acres,Residential,Disputed,13071.36,RURAL,27.0185,81.8052,43226987.52,2.88,50000,124543724.1,249087448.1,10,15,16,15,58,42,71,40,47,45,108,3,0,1,0,2,0,0,25,0,100,3,5,271,378,107,1,Meena Yadav,Sunita Verma,08-09-2025,06-06-2026
UP-LKO-2026-10860,P002,Transmission,Bihar,Patna,ABC Village,188/B,B,Ramesh Mishra,3.12 acres,Agricultural,Verified,12626.2,RURAL,27.0187,81.8062,47234614.2,2.41,200000,114035420.2,228070840.4,3,5,14,25,43,43,79,66,34,13,65,4,2,0,1,0,2,1,0,0,0,3,8,261,513,252,1,Sanjay Reddy,Ramesh Mishra,04-04-2025,21-12-2025
UP-LKO-2026-10861,P009,Highway,Uttar Pradesh,Varanasi,Sarnath,123/2A,2A,Neha Sharma,2.09 acres,Multi-crop,Verified,8457.94,RURAL,27.0189,81.8072,10225649.46,3.57,0,36505568.57,73011137.14,7,9,4,16,32,41,71,64,93,15,107,0,3,0,2,2,1,0,0,0,50,1,8,366,437,71,1,Kavita Iyer,Neha Sharma,24-11-2025,25-11-2026
UP-LKO-2026-10862,P004,Railway,Maharashtra,Nagpur,Butibori,28/A,A,Manoj Verma,0.93 acres,Agricultural,Disputed,3763.58,URBAN,27.0191,81.8082,7113166.2,1.51,0,10740880.96,21481761.92,10,14,17,25,52,31,68,89,68,50,37,5,2,0,2,3,0,0,100,50,50,0,0,329,473,144,1,Suresh Singh,Manoj Verma,28-10-2025,22-09-2026
UP-LKO-2026-10863,P002,Highway,Uttar Pradesh,Lucknow,Malhaur,120/1,1,Rahul Mishra,4.33 acres,Multi-crop,Verified,17522.9,URBAN,27.0193,81.8092,28299483.5,1.33,200000,37838313.06,75676626.11,9,14,16,23,32,43,57,94,75,48,112,1,1,2,4,0,0,1,50,0,0,1,8,353,492,139,1,Suresh Singh,Rahul Mishra,24-01-2025,12-01-2026
UP-LKO-2026-10864,P008,Highway,Maharashtra,Pune,Hinjewadi,19/A,A,Neha Verma,3.14 acres,Residential,Active,12707.14,URBAN,27.0195,81.8102,31869507.12,1.07,200000,34300372.62,68600745.24,1,1,1,18,55,21,35,58,17,60,68,1,0,0,0,0,2,0,0,0,50,3,6,322,354,32,1,Arvind Sharma,Neha Verma,17-01-2025,05-12-2025
UP-LKO-2026-10865,P004,Railway,Maharashtra,Nagpur,Butibori,218/3,3,Manoj Devi,0.93 acres,Residential,Verified,3763.58,URBAN,27.0197,81.8112,8592253.14,1.26,200000,11026238.96,22052477.91,4,6,17,25,36,26,61,64,99,16,37,3,2,0,4,0,1,2,100,0,0,3,4,393,612,219,1,Meena Iyer,Manoj Devi,03-07-2025,31-07-2026
UP-LKO-2026-10866,P007,Highway,Tamil Nadu,Coonor,Hubbathala,230/B,B,Amit Kumar,4.21 acres,Agricultural,Disputed,17037.28,RURAL,27.0199,81.8122,54417072.32,2.86,0,155632826.8,311265653.7,9,14,14,17,22,44,31,44,46,32,107,2,2,1,1,3,1,2,0,0,100,3,0,275,611,336,1,Sanjay Deshmukh,Amit Kumar,05-11-2025,07-08-2026
UP-LKO-2026-10867,P003,Transmission,Bihar,Patna,ABC Village,174/B,B,Neha Verma,3.06 acres,Commercial,Disputed,12383.39,RURAL,27.0201,81.8132,28184595.64,2.03,50000,57264729.15,114529458.3,4,8,10,26,36,25,87,30,82,24,28,5,3,0,4,2,2,0,75,50,100,2,8,208,460,252,1,Suresh Patil,Neha Verma,14-11-2025,10-06-2026
UP-LKO-2026-10868,P004,Transmission,Bihar,Patna,ABC Village,125/2A,2A,Anjali Verma,2.6 acres,Agricultural,Verified,10521.84,RURAL,27.0203,81.8142,16845465.84,3.91,50000,65915771.43,131831542.9,6,10,16,24,55,26,63,69,67,31,87,5,1,2,4,2,0,1,0,0,0,1,3,251,515,264,1,Suresh Joshi,Anjali Verma,10-05-2025,16-01-2026
UP-LKO-2026-10869,P006,Railway,Uttar Pradesh,Varanasi,Sarnath,108/3,3,Neha Gupta,3.62 acres,Multi-crop,Active,14649.63,RURAL,27.0205,81.8152,27834297,2.32,200000,64775569.04,129551138.1,2,5,20,23,27,44,45,76,67,12,35,0,3,0,4,3,1,0,100,50,0,1,9,270,429,159,1,Ramesh Iyer,Neha Gupta,21-03-2025,16-12-2025
UP-LKO-2026-10870,P003,Highway,Tamil Nadu,Coonor,Hubbathala,204/B,B,Neha Devi,4.23 acres,Residential,Verified,17118.22,RURAL,27.0207,81.8162,61967956.4,3.85,50000,238626632.1,477253264.3,6,8,15,13,15,36,53,112,69,28,118,0,0,1,1,2,2,2,75,100,50,3,7,267,716,449,1,Kavita Das,Neha Devi,21-11-2025,15-08-2026
UP-LKO-2026-10871,P008,Highway,Uttar Pradesh,Kanpur,Bithoor,81/A,A,Sunita Devi,2.87 acres,Residential,Verified,11614.49,URBAN,27.0209,81.8172,29733094.4,1.42,200000,42420994.05,84841988.1,9,9,0,29,21,36,77,54,65,27,0,1,2,1,0,0,1,0,50,0,100,0,5,350,354,4,1,Rajesh Yadav,Sunita Devi,21-12-2025,06-12-2026
UP-LKO-2026-10872,P008,Highway,Bihar,Siwan,XYZ Village,157/3,3,Rahul Verma,0.68 acres,Multi-crop,Active,2751.86,RURAL,27.0211,81.8182,3891130.04,3.05,0,11867946.62,23735893.24,6,10,2,21,19,45,39,40,100,47,146,5,2,0,2,0,2,2,75,100,50,2,1,202,641,439,1,Anil Sharma,Rahul Verma,01-08-2025,19-02-2026
UP-LKO-2026-10873,P003,Railway,Tamil Nadu,Chennai,Kolathur,184/1,1,Sunita Kumar,4.42 acres,Agricultural,Active,17887.12,RURAL,27.0213,81.8192,27921794.32,2.34,50000,65386998.71,130773997.4,9,12,11,23,60,20,37,77,55,44,55,3,3,2,1,2,1,0,0,0,100,1,10,255,421,166,1,Kavita Singh,Sunita Kumar,11-06-2025,21-02-2026
UP-LKO-2026-10874,P001,Transmission,Bihar,Muzaffarpur,PQR Village,40/B,B,Sunita Gupta,0.92 acres,Commercial,Active,3723.11,RURAL,27.0215,81.8202,14453113.02,3.26,50000,47167148.45,94334296.89,2,2,8,20,21,23,71,119,76,41,29,5,2,0,2,3,0,0,75,100,100,1,2,349,461,112,1,Anil Sharma,Sunita Gupta,30-09-2025,14-09-2026
UP-LKO-2026-10875,P003,Highway,Maharashtra,Pune,Hinjewadi,61/3,3,Ramesh Yadav,1.01 acres,Agricultural,Disputed,4087.33,URBAN,27.0217,81.8212,5521982.83,1.17,200000,6660719.911,13321439.82,1,1,9,12,29,29,37,34,65,51,41,4,0,0,0,0,1,1,0,0,100,0,9,339,422,83,1,Kavita Deshmukh,Ramesh Yadav,10-12-2025,14-11-2026
UP-LKO-2026-10876,P001,Highway,Tamil Nadu,Chennai,Kolathur,148/2A,2A,Sunita Devi,3.91 acres,Residential,Pending Review,15823.22,RURAL,27.0219,81.8222,35032609.08,2.06,50000,72217174.7,144434349.4,6,10,6,11,30,26,32,66,37,29,123,5,0,2,1,3,2,0,25,0,0,1,0,299,411,112,1,Ramesh Iyer,Sunita Devi,04-08-2025,30-05-2026
UP-LKO-2026-10877,P003,Transmission,Bihar,Muzaffarpur,PQR Village,203/B,B,Priya Sharma,4.08 acres,Agricultural,Verified,16511.19,RURAL,27.0221,81.8232,39692900.76,2.69,50000,106823903,213647806.1,5,5,17,22,44,41,76,92,66,19,140,3,0,0,4,0,2,1,50,0,0,1,6,280,570,290,1,Ramesh Verma,Priya Sharma,12-11-2025,19-08-2026
UP-LKO-2026-10878,P005,Railway,Tamil Nadu,Karaikudi,Kanadukathan,38/1,1,Priya Kumar,1.5 acres,Commercial,Active,6070.29,RURAL,27.0223,81.8242,8674444.41,2.44,200000,21365644.36,42731288.72,2,3,19,26,51,24,50,77,22,59,78,2,1,0,2,3,1,2,75,50,100,0,8,215,684,469,1,Rajesh Patil,Priya Kumar,25-03-2025,26-10-2025
UP-LKO-2026-10879,P008,Railway,Tamil Nadu,Coonor,Hubbathala,238/1,1,Ramesh Devi,1.99 acres,Multi-crop,Active,8053.25,RURAL,27.0225,81.8252,17097049.75,3.47,0,59326762.63,118653525.3,2,4,18,16,35,43,70,63,20,60,89,0,1,1,1,3,1,0,25,0,0,0,4,234,442,208,1,Priya Reddy,Ramesh Devi,02-06-2025,22-01-2026
UP-LKO-2026-10880,P004,Railway,Bihar,Patna,ABC Village,197/B,B,Pooja Kumar,2.18 acres,Agricultural,Active,8822.15,RURAL,27.0227,81.8262,17441390.55,3.63,0,63312247.7,126624495.4,9,14,18,18,18,31,47,101,93,32,92,1,1,1,3,2,2,1,25,0,50,1,1,251,610,359,1,Kavita Das,Pooja Kumar,08-04-2025,15-12-2025
UP-LKO-2026-10881,P005,Railway,Bihar,Siwan,XYZ Village,184/1,1,Amit Mishra,1.04 acres,Agricultural,Disputed,4208.73,RURAL,27.0229,81.8272,10765931.34,2.88,50000,31055882.26,62111764.52,10,10,18,13,48,40,68,72,91,13,145,1,2,1,4,1,2,1,75,50,100,3,10,345,585,240,1,Meena Singh,Amit Mishra,20-12-2025,30-11-2026
UP-LKO-2026-10882,P002,Highway,Uttar Pradesh,Varanasi,Sarnath,89/A,A,Pooja Sharma,3.55 acres,Residential,Active,14366.35,RURAL,27.0231,81.8282,24135468,2.99,50000,72215049.32,144430098.6,2,5,19,16,18,15,52,36,32,47,43,0,1,2,3,2,2,0,100,50,0,2,9,376,366,0,0,Anil Iyer,Pooja Sharma,09-10-2025,20-10-2026
UP-LKO-2026-10883,P004,Railway,Bihar,Siwan,XYZ Village,132/B,B,Priya Kumar,2.29 acres,Multi-crop,Active,9267.31,RURAL,27.0233,81.8292,9739942.81,2.58,0,25129052.45,50258104.9,5,5,9,11,55,16,81,101,44,34,140,5,2,1,2,1,1,1,25,0,50,1,3,285,537,252,1,Deepa Patil,Priya Kumar,08-07-2025,19-04-2026
UP-LKO-2026-10884,P002,Transmission,Tamil Nadu,Chennai,Kolathur,105/2A,2A,Anjali Gupta,4.05 acres,Residential,Pending Review,16389.78,RURAL,27.0235,81.8302,21323103.78,3.89,0,82946873.7,165893747.4,7,10,1,30,42,41,62,62,92,32,102,3,1,1,1,0,1,0,0,0,0,3,8,294,406,112,1,Sanjay Sharma,Anjali Gupta,07-09-2025,28-06-2026
UP-LKO-2026-10885,P004,Transmission,Bihar,Siwan,XYZ Village,165/B,B,Priya Yadav,2.38 acres,Commercial,Pending Review,9631.53,RURAL,27.0237,81.8312,20418843.6,2.86,200000,58597892.7,117195785.4,10,11,11,12,17,14,44,36,27,53,81,1,1,1,1,1,2,0,100,50,100,0,9,239,323,84,1,Sanjay Reddy,Priya Yadav,14-02-2025,11-10-2025
UP-LKO-2026-10886,P009,Highway,Bihar,Muzaffarpur,PQR Village,225/3,3,Neha Yadav,1.84 acres,Agricultural,Active,7446.22,RURAL,27.0239,81.8322,11035298.04,2.19,50000,24217302.71,48434605.42,7,9,1,13,50,18,32,57,75,23,111,5,2,2,3,1,1,0,25,0,0,0,5,247,343,96,1,Ramesh Das,Neha Yadav,25-09-2025,30-05-2026
UP-LKO-2026-10887,P007,Highway,Bihar,Patna,ABC Village,216/B,B,Rahul Devi,3.55 acres,Commercial,Pending Review,14366.35,RURAL,27.0241,81.8332,40527473.35,2.95,200000,119756046.4,239512092.8,10,15,7,12,40,41,77,72,97,12,45,2,1,1,4,0,1,0,75,0,0,3,0,221,396,175,1,Deepa Patil,Rahul Devi,07-07-2025,13-02-2026
UP-LKO-2026-10888,P004,Transmission,Bihar,Siwan,XYZ Village,138/2A,2A,Vikram Mishra,4.26 acres,Agricultural,Active,17239.62,RURAL,27.0243,81.8342,35582575.68,3.61,0,128453098.2,256906196.4,4,7,18,25,57,32,59,85,61,45,77,3,2,0,2,1,2,0,50,0,100,3,1,204,484,280,1,Sanjay Reddy,Vikram Mishra,13-08-2025,05-03-2026
UP-LKO-2026-10889,P009,Railway,Bihar,Muzaffarpur,PQR Village,153/A,A,Neha Yadav,2.59 acres,Multi-crop,Pending Review,10481.37,RURAL,27.0245,81.8352,41831147.67,2.34,0,97884885.55,195769771.1,2,7,9,11,60,41,81,97,55,40,113,0,3,0,3,0,2,1,0,0,100,3,6,384,595,211,1,Suresh Joshi,Neha Yadav,07-08-2025,26-08-2026
UP-LKO-2026-10890,P003,Transmission,Uttar Pradesh,Lucknow,Malhaur,181/A,A,Rahul Devi,1.56 acres,Commercial,Pending Review,6313.1,URBAN,27.0247,81.8362,24955684.3,1.4,0,34937958.02,69875916.04,2,3,2,23,58,39,68,99,57,43,52,0,3,1,2,1,1,2,100,100,50,1,6,400,702,302,1,Suresh Joshi,Rahul Devi,16-09-2025,21-10-2026
UP-LKO-2026-10891,P008,Transmission,Tamil Nadu,Karaikudi,Kanadukathan,232/1,1,Anjali Sharma,3.52 acres,Commercial,Verified,14244.95,RURAL,27.0249,81.8372,16695081.4,2.52,200000,42271605.13,84543210.26,1,1,5,12,39,26,67,79,39,22,148,3,0,2,1,0,1,0,75,100,0,0,9,361,329,0,0,Ramesh Sharma,Anjali Sharma,04-07-2025,30-06-2026
UP-LKO-2026-10892,P001,Transmission,Maharashtra,Nashik,Ozar,165/A,A,Priya Yadav,2.2 acres,Commercial,Pending Review,8903.09,RURAL,27.0251,81.8382,9517403.21,2.83,200000,27134251.08,54268502.17,9,10,14,25,47,39,75,80,100,55,21,3,2,2,4,3,2,0,25,0,100,3,0,239,601,362,1,Sanjay Joshi,Priya Yadav,10-04-2025,05-12-2025
UP-LKO-2026-10893,P003,Railway,Uttar Pradesh,Kanpur,Bithoor,155/1,1,Neha Sharma,3.17 acres,Multi-crop,Pending Review,12828.55,URBAN,27.0253,81.8392,28081695.95,1.94,0,54478490.14,108956980.3,2,7,15,13,25,29,88,72,77,45,38,3,0,1,3,0,0,1,50,0,0,1,10,222,469,247,1,Sanjay Sharma,Neha Sharma,21-11-2025,01-07-2026
UP-LKO-2026-10894,P007,Highway,Uttar Pradesh,Lucknow,Malhaur,78/2A,2A,Amit Kumar,2.02 acres,Residential,Disputed,8174.66,URBAN,27.0255,81.8402,13022233.38,1.16,0,15105790.72,30211581.44,2,3,9,30,56,20,33,106,84,45,58,3,1,2,0,0,0,0,25,0,0,1,5,362,374,12,1,Arvind Das,Amit Kumar,07-12-2025,04-12-2026
UP-LKO-2026-10895,P007,Highway,Tamil Nadu,Coonor,Hubbathala,33/2A,2A,Vikram Kumar,0.69 acres,Agricultural,Pending Review,2792.33,RURAL,27.0257,81.8412,7581175.95,2.52,0,19104563.39,38209126.79,10,10,2,14,19,37,83,40,25,12,81,0,2,2,1,1,0,0,50,0,0,2,7,333,260,0,0,Kavita Singh,Vikram Kumar,23-05-2025,21-04-2026
UP-LKO-2026-10896,P006,Transmission,Maharashtra,Pune,Hinjewadi,219/B,B,Manoj Sharma,4.66 acres,Agricultural,Pending Review,18858.37,URBAN,27.0259,81.8422,68248441.03,1.89,200000,129189553.5,258379107.1,9,13,4,26,36,15,62,48,66,47,37,5,1,2,0,0,2,2,25,0,100,2,8,387,630,243,1,Arvind Singh,Manoj Sharma,20-04-2025,12-05-2026
UP-LKO-2026-10897,P006,Transmission,Maharashtra,Nagpur,Butibori,237/A,A,Sunita Gupta,0.86 acres,Commercial,Active,3480.3,URBAN,27.0261,81.8432,13465280.7,1.27,200000,17300906.49,34601812.98,5,6,9,24,50,13,58,40,21,37,22,0,2,2,0,0,2,2,50,0,0,0,8,276,573,297,1,Arvind Joshi,Sunita Gupta,07-01-2025,10-10-2025
UP-LKO-2026-10898,P008,Highway,Maharashtra,Nashik,Ozar,15-Jan,1,Amit Sharma,2.56 acres,Agricultural,Disputed,10359.96,RURAL,27.0263,81.8442,12390512.16,3.67,0,45473179.63,90946359.25,3,6,0,11,31,14,80,95,18,48,0,2,1,0,0,0,1,1,75,0,100,1,2,296,462,166,1,Ramesh Das,Amit Sharma,06-07-2025,28-04-2026
UP-LKO-2026-10899,P003,Highway,Maharashtra,Pune,Hinjewadi,18/2A,2A,Pooja Sharma,3.18 acres,Residential,Pending Review,12869.01,URBAN,27.0265,81.8452,19354991.04,1.43,200000,27877637.19,55755274.37,7,9,4,26,60,20,81,67,55,31,42,0,2,1,4,1,0,0,75,100,0,1,3,263,370,107,1,Rajesh Singh,Pooja Sharma,23-07-2025,12-04-2026
UP-LKO-2026-10900,P007,Highway,Maharashtra,Pune,Hinjewadi,225/A,A,Manoj Mishra,4.13 acres,Agricultural,Verified,16713.53,URBAN,27.0267,81.8462,30619186.96,1.73,0,52971193.44,105942386.9,1,1,6,11,57,38,44,54,96,38,50,4,2,2,4,1,1,0,50,0,50,3,2,327,413,86,1,Arvind Joshi,Manoj Mishra,10-10-2025,02-09-2026
UP-LKO-2026-10901,P002,Railway,Uttar Pradesh,Varanasi,Sarnath,211/A,A,Vikram Kumar,4.96 acres,Agricultural,Verified,20072.43,RURAL,27.0269,81.8472,29325820.23,3.86,200000,113397666.1,226795332.2,3,3,16,29,36,37,52,40,67,49,74,0,1,2,4,2,0,0,50,0,100,2,9,347,370,23,1,Meena Joshi,Vikram Kumar,30-04-2025,12-04-2026
UP-LKO-2026-10902,P008,Transmission,Uttar Pradesh,Kanpur,Bithoor,32/2A,2A,Rahul Gupta,4.59 acres,Commercial,Pending Review,18575.09,URBAN,27.0271,81.8482,50282768.63,1.88,200000,94731605.02,189463210,7,9,1,10,28,14,40,89,15,15,35,1,1,1,2,2,2,2,100,50,0,2,4,325,601,276,1,Sanjay Reddy,Rahul Gupta,02-11-2025,23-09-2026
UP-LKO-2026-10903,P004,Railway,Maharashtra,Pune,Hinjewadi,201/3,3,Pooja Yadav,0.95 acres,Agricultural,Verified,3844.52,URBAN,27.0273,81.8492,7100828.44,1.82,50000,12973507.76,25947015.52,3,5,19,30,30,20,87,57,85,46,57,1,3,1,1,0,1,0,0,0,0,2,2,364,400,36,1,Deepa Singh,Pooja Yadav,08-11-2025,07-11-2026
UP-LKO-2026-10904,P005,Transmission,Uttar Pradesh,Varanasi,Sarnath,185/1,1,Priya Yadav,2.4 acres,Residential,Pending Review,9712.46,RURAL,27.0275,81.8502,20551565.36,3.68,200000,75829760.52,151659521,5,9,19,21,52,40,45,107,91,51,94,1,2,2,2,2,1,0,75,50,0,3,2,273,512,239,1,Anil Reddy,Priya Yadav,06-04-2025,04-01-2026
UP-LKO-2026-10905,P007,Highway,Maharashtra,Nashik,Ozar,154/B,B,Ramesh Kumar,4.03 acres,Agricultural,Disputed,16308.85,RURAL,27.0277,81.8512,56575400.65,3.19,200000,180675528.1,361351056.1,7,11,5,22,60,38,65,103,72,27,35,0,0,0,1,0,1,0,25,0,0,3,10,331,432,101,1,Kavita Reddy,Ramesh Kumar,21-07-2025,17-06-2026
UP-LKO-2026-10906,P005,Railway,Tamil Nadu,Coonor,Hubbathala,131/1,1,Priya Kumar,2.55 acres,Commercial,Verified,10319.49,RURAL,27.0279,81.8522,12414346.47,2.77,50000,34437739.72,68875479.44,10,10,20,23,31,44,69,113,29,40,138,5,2,2,3,3,0,0,75,100,0,1,8,275,439,164,1,Anil Das,Priya Kumar,22-09-2025,24-06-2026
UP-LKO-2026-10907,P008,Railway,Maharashtra,Nashik,Ozar,53/A,A,Sunita Sharma,2.74 acres,Residential,Verified,11088.4,RURAL,27.0281,81.8532,17020694,3.9,200000,66580706.6,133161413.2,10,12,2,12,26,25,59,84,82,40,38,0,2,1,4,1,1,0,75,50,50,0,4,209,403,194,1,Sanjay Yadav,Sunita Sharma,27-07-2025,21-02-2026
UP-LKO-2026-10908,P008,Railway,Bihar,Muzaffarpur,PQR Village,211/3,3,Priya Mishra,3.5 acres,Residential,Pending Review,14164.01,RURAL,27.0283,81.8542,30665081.65,2.3,0,70529687.79,141059375.6,3,3,9,10,35,24,48,116,66,53,43,1,2,1,4,0,0,0,100,50,50,0,9,251,352,101,1,Ramesh Sharma,Priya Mishra,07-03-2025,13-11-2025
UP-LKO-2026-10909,P004,Railway,Tamil Nadu,Karaikudi,Kanadukathan,128/B,B,Ramesh Sharma,4.23 acres,Residential,Disputed,17118.22,RURAL,27.0285,81.8552,18744450.9,2.58,200000,48560683.32,97121366.64,8,10,13,22,47,12,55,118,37,15,65,2,3,2,4,1,2,0,50,0,0,2,10,254,426,172,1,Ramesh Yadav,Ramesh Sharma,10-07-2025,21-03-2026
UP-LKO-2026-10910,P008,Transmission,Maharashtra,Nashik,Ozar,22-Mar,3,Anjali Verma,4.6 acres,Multi-crop,Active,18615.56,RURAL,27.0287,81.8562,36802962.12,2.17,0,79862427.8,159724855.6,10,14,5,14,54,40,69,94,35,24,142,2,3,2,3,0,2,1,75,50,100,1,6,293,540,247,1,Ramesh Singh,Anjali Verma,29-03-2025,16-01-2026
UP-LKO-2026-10911,P009,Railway,Tamil Nadu,Chennai,Kolathur,82/B,B,Manoj Mishra,2.79 acres,Multi-crop,Pending Review,11290.74,RURAL,27.0289,81.8572,11539136.28,3.5,0,40386976.98,80773953.96,8,8,14,23,36,21,89,115,46,31,150,0,1,2,4,2,1,0,100,50,100,2,0,273,466,193,1,Suresh Verma,Manoj Mishra,19-05-2025,16-02-2026
